Store,Dept,Date,Weekly_Pred
1.0,1.0,2011-11-04,31995.483867295552
1.0,1.0,2011-11-11,17179.260921192355
1.0,1.0,2011-11-18,17796.52873209119
1.0,1.0,2011-11-25,16702.9957542778
1.0,1.0,2011-12-02,22000.852062028367
1.0,1.0,2011-12-09,30790.358698415104
1.0,1.0,2011-12-16,44312.5757476897
1.0,1.0,2011-12-23,53139.00458912691
1.0,1.0,2011-12-30,18304.961317480076
1.0,2.0,2011-11-04,45696.283455513265
1.0,2.0,2011-11-11,42953.46862397664
1.0,2.0,2011-11-18,42841.2429348957
1.0,2.0,2011-11-25,42547.15956665532
1.0,2.0,2011-12-02,43236.09440759879
1.0,2.0,2011-12-09,46675.40723556416
1.0,2.0,2011-12-16,49326.81407878009
1.0,2.0,2011-12-23,60646.12096086614
1.0,2.0,2011-12-30,36429.92925398274
1.0,3.0,2011-11-04,9224.51570431632
1.0,3.0,2011-11-11,9587.200852716807
1.0,3.0,2011-11-18,9547.223619960598
1.0,3.0,2011-11-25,10525.650822108379
1.0,3.0,2011-12-02,11211.840021780692
1.0,3.0,2011-12-09,12745.872756858356
1.0,3.0,2011-12-16,14179.475104015437
1.0,3.0,2011-12-23,15213.274158059154
1.0,3.0,2011-12-30,8122.417429863941
1.0,4.0,2011-11-04,37888.58579202788
1.0,4.0,2011-11-11,35615.6349477804
1.0,4.0,2011-11-18,37849.132035661256
1.0,4.0,2011-11-25,44603.9917504288
1.0,4.0,2011-12-02,36240.837491209735
1.0,4.0,2011-12-09,37181.15752001456
1.0,4.0,2011-12-16,38623.94873607368
1.0,4.0,2011-12-23,47231.08300130023
1.0,4.0,2011-12-30,35734.563857875415
1.0,5.0,2011-11-04,25560.260246232152
1.0,5.0,2011-11-11,25605.768102527596
1.0,5.0,2011-11-18,27137.567454239354
1.0,5.0,2011-11-25,71353.98778436938
1.0,5.0,2011-12-02,37542.23087962344
1.0,5.0,2011-12-09,51531.141101363115
1.0,5.0,2011-12-16,59819.676025172696
1.0,5.0,2011-12-23,88245.11735701095
1.0,5.0,2011-12-30,32524.99404940242
1.0,6.0,2011-11-04,3664.8642917387187
1.0,6.0,2011-11-11,2713.9483470972627
1.0,6.0,2011-11-18,3404.159787316574
1.0,6.0,2011-11-25,19043.95021339692
1.0,6.0,2011-12-02,5192.960564602399
1.0,6.0,2011-12-09,6698.636291637085
1.0,6.0,2011-12-16,12143.203295019455
1.0,6.0,2011-12-23,27214.760066766292
1.0,6.0,2011-12-30,4134.817713506753
1.0,7.0,2011-11-04,16055.152251581661
1.0,7.0,2011-11-11,19071.96584971808
1.0,7.0,2011-11-18,25071.716042590793
1.0,7.0,2011-11-25,67967.60212068842
1.0,7.0,2011-12-02,47525.78407629137
1.0,7.0,2011-12-09,66401.22861173563
1.0,7.0,2011-12-16,97441.34693645779
1.0,7.0,2011-12-23,165294.03923071618
1.0,7.0,2011-12-30,24487.149756968487
1.0,8.0,2011-11-04,37543.524689929734
1.0,8.0,2011-11-11,34579.17656526444
1.0,8.0,2011-11-18,35950.546908646415
1.0,8.0,2011-11-25,33899.01188025801
1.0,8.0,2011-12-02,35903.16638729087
1.0,8.0,2011-12-09,35799.79790123948
1.0,8.0,2011-12-16,36974.931831944676
1.0,8.0,2011-12-23,41333.05156552847
1.0,8.0,2011-12-30,32734.946044534998
1.0,9.0,2011-11-04,40522.85808558867
1.0,9.0,2011-11-11,35299.850317424745
1.0,9.0,2011-11-18,33935.23805127025
1.0,9.0,2011-11-25,44112.9751733914
1.0,9.0,2011-12-02,28632.4492833697
1.0,9.0,2011-12-09,28823.79851642158
1.0,9.0,2011-12-16,30287.57883784687
1.0,9.0,2011-12-23,47177.37568752153
1.0,9.0,2011-12-30,21983.75106941606
1.0,10.0,2011-11-04,31270.28964238637
1.0,10.0,2011-11-11,27628.337935151765
1.0,10.0,2011-11-18,27676.771972967777
1.0,10.0,2011-11-25,28700.308468966978
1.0,10.0,2011-12-02,27355.037303273566
1.0,10.0,2011-12-09,27994.63564639259
1.0,10.0,2011-12-16,28488.34315872495
1.0,10.0,2011-12-23,32460.43496014038
1.0,10.0,2011-12-30,25980.606312669115
1.0,11.0,2011-11-04,28326.798787157983
1.0,11.0,2011-11-11,22931.031989058945
1.0,11.0,2011-11-18,25545.93206035858
1.0,11.0,2011-11-25,32548.42489766702
1.0,11.0,2011-12-02,30403.026064543054
1.0,11.0,2011-12-09,31062.256138077937
1.0,11.0,2011-12-16,31054.672525097616
1.0,11.0,2011-12-23,34111.588842510246
