Store,Dept,Date,Weekly_Pred
1.0,1.0,2012-05-04,18705.859231948853
1.0,1.0,2012-05-11,18158.170590400696
1.0,1.0,2012-05-18,16193.165417671204
1.0,1.0,2012-05-25,16168.448961734772
1.0,1.0,2012-06-01,17198.333725452423
1.0,1.0,2012-06-08,17109.10991382599
1.0,1.0,2012-06-15,16759.517774105072
1.0,1.0,2012-06-22,16577.689268112183
1.0,1.0,2012-06-29,16849.56706047058
1.0,2.0,2012-05-04,49314.08392906189
1.0,2.0,2012-05-11,45840.060963630676
1.0,2.0,2012-05-18,47228.41994714737
1.0,2.0,2012-05-25,46959.4599275589
1.0,2.0,2012-06-01,48419.2538189888
1.0,2.0,2012-06-08,48628.983516693115
1.0,2.0,2012-06-15,48448.42799806595
1.0,2.0,2012-06-22,46307.495399951935
1.0,2.0,2012-06-29,48214.949576854706
1.0,3.0,2012-05-04,9968.473629951477
1.0,3.0,2012-05-11,8982.105087041855
1.0,3.0,2012-05-18,9179.905609726906
1.0,3.0,2012-05-25,8929.20566534996
1.0,3.0,2012-06-01,8959.393945813179
1.0,3.0,2012-06-08,8764.104218482971
1.0,3.0,2012-06-15,8733.583072900772
1.0,3.0,2012-06-22,8296.538323163986
1.0,3.0,2012-06-29,8392.41964507103
1.0,4.0,2012-05-04,39055.97335481644
1.0,4.0,2012-05-11,35060.50441980362
1.0,4.0,2012-05-18,36874.32003593445
1.0,4.0,2012-05-25,37542.5658493042
1.0,4.0,2012-06-01,40744.443170547485
1.0,4.0,2012-06-08,37410.76389884949
1.0,4.0,2012-06-15,36828.50844669342
1.0,4.0,2012-06-22,35740.156767845154
1.0,4.0,2012-06-29,40287.15255689621
1.0,5.0,2012-05-04,19495.989854633808
1.0,5.0,2012-05-11,18397.426573097706
1.0,5.0,2012-05-18,17320.104447484016
1.0,5.0,2012-05-25,17792.13699001074
1.0,5.0,2012-06-01,21552.171701073647
1.0,5.0,2012-06-08,20710.816923737526
1.0,5.0,2012-06-15,21644.531284570694
1.0,5.0,2012-06-22,19973.040398061275
1.0,5.0,2012-06-29,20342.840792119503
1.0,6.0,2012-05-04,5244.48164331913
1.0,6.0,2012-05-11,5307.242960691452
1.0,6.0,2012-05-18,4430.5561364889145
1.0,6.0,2012-05-25,4779.304643034935
1.0,6.0,2012-06-01,3746.6878838539124
1.0,6.0,2012-06-08,3507.37185382843
1.0,6.0,2012-06-15,3270.8726176023483
1.0,6.0,2012-06-22,3124.517064332962
1.0,6.0,2012-06-29,3659.708249807358
1.0,7.0,2012-05-04,16862.590215206146
1.0,7.0,2012-05-11,17116.52707195282
1.0,7.0,2012-05-18,20108.329830169678
1.0,7.0,2012-05-25,27611.199340820312
1.0,7.0,2012-06-01,38484.48908805847
1.0,7.0,2012-06-08,28749.641064167023
1.0,7.0,2012-06-15,27738.882547855377
1.0,7.0,2012-06-22,24881.31828737259
1.0,7.0,2012-06-29,23436.860514640808
1.0,8.0,2012-05-04,38385.42292022705
1.0,8.0,2012-05-11,35447.90732049942
1.0,8.0,2012-05-18,36527.89212560654
1.0,8.0,2012-05-25,36785.09326028824
1.0,8.0,2012-06-01,37850.91772556305
1.0,8.0,2012-06-08,36401.738557338715
1.0,8.0,2012-06-15,35920.97180843353
1.0,8.0,2012-06-22,34975.66652059555
1.0,8.0,2012-06-29,37666.762848854065
1.0,9.0,2012-05-04,28649.844702720642
1.0,9.0,2012-05-11,26277.050486564636
1.0,9.0,2012-05-18,26939.164001464844
1.0,9.0,2012-05-25,30775.082098960876
1.0,9.0,2012-06-01,35760.79372406006
1.0,9.0,2012-06-08,29911.149700164795
1.0,9.0,2012-06-15,29330.726629257202
1.0,9.0,2012-06-22,28150.97110748291
1.0,9.0,2012-06-29,26469.746008872986
1.0,10.0,2012-05-04,33116.72115716338
1.0,10.0,2012-05-11,30842.455630257726
1.0,10.0,2012-05-18,32216.428227975965
1.0,10.0,2012-05-25,33833.57578599453
1.0,10.0,2012-06-01,35868.68704369664
1.0,10.0,2012-06-08,33953.6096124202
1.0,10.0,2012-06-15,34816.02679245174
1.0,10.0,2012-06-22,33817.290197744966
1.0,10.0,2012-06-29,33789.19355803728
1.0,11.0,2012-05-04,27332.917704820633
1.0,11.0,2012-05-11,25605.23664522171
1.0,11.0,2012-05-18,24545.93633580208
1.0,11.0,2012-05-25,29464.767402648926
1.0,11.0,2012-06-01,39153.879323244095
1.0,11.0,2012-06-08,36952.20696949959
1.0,11.0,2012-06-15,36970.34279489517
1.0,11.0,2012-06-22,37524.53777337074
1.0,11.0,2012-06-29,31591.78602027893
1.0,12.0,2012-05-04,12481.073585093021
1.0,12.0,2012-05-11,11025.835694342852
1.0,12.0,2012-05-18,13496.293815046549
1.0,12.0,2012-05-25,12180.98392561078
1.0,12.0,2012-06-01,13350.883324027061
1.0,12.0,2012-06-08,11876.207120984793
1.0,12.0,2012-06-15,11387.386528402567
1.0,12.0,2012-06-22,10833.16446647048
1.0,12.0,2012-06-29,11126.022527515888
1.0,13.0,2012-05-04,40572.468240737915
1.0,13.0,2012-05-11,36215.5377073288
1.0,13.0,2012-05-18,39006.525815963745
1.0,13.0,2012-05-25,37735.53304004669
1.0,13.0,2012-06-01,41940.996415138245
1.0,13.0,2012-06-08,40227.00356578827
1.0,13.0,2012-06-15,39247.26445388794
1.0,13.0,2012-06-22,37944.52674770355
