Store,Dept,Date,Weekly_Pred
1.0,1.0,2011-07-01,16542.665437380085
1.0,1.0,2011-07-08,17264.893963014474
1.0,1.0,2011-07-15,16731.099811349064
1.0,1.0,2011-07-22,15611.929947967641
1.0,1.0,2011-07-29,16286.179872029927
1.0,1.0,2011-08-05,16239.887499481207
1.0,1.0,2011-08-12,15990.278251826996
1.0,1.0,2011-08-19,15571.79196712887
1.0,1.0,2011-08-26,15400.838669029763
1.0,2.0,2011-07-01,48450.39194189827
1.0,2.0,2011-07-08,46163.70450316346
1.0,2.0,2011-07-15,47473.99782977044
1.0,2.0,2011-07-22,46141.85636526905
1.0,2.0,2011-07-29,47131.26712344261
1.0,2.0,2011-08-05,49433.79461430758
1.0,2.0,2011-08-12,49574.9639497092
1.0,2.0,2011-08-19,50008.92152640177
1.0,2.0,2011-08-26,49297.560894985916
1.0,3.0,2011-07-01,7575.749693811784
1.0,3.0,2011-07-08,9121.969292520022
1.0,3.0,2011-07-15,16065.08237247492
1.0,3.0,2011-07-22,18111.19176994305
1.0,3.0,2011-07-29,19768.741847962927
1.0,3.0,2011-08-05,24900.34009908742
1.0,3.0,2011-08-12,30097.66141284228
1.0,3.0,2011-08-19,43257.69951929277
1.0,3.0,2011-08-26,50171.654776918615
1.0,4.0,2011-07-01,39679.970022859314
1.0,4.0,2011-07-08,39251.846993444895
1.0,4.0,2011-07-15,37269.475034286355
1.0,4.0,2011-07-22,35670.73153251788
1.0,4.0,2011-07-29,36027.77417865745
1.0,4.0,2011-08-05,40228.79711448742
1.0,4.0,2011-08-12,38495.928975119255
1.0,4.0,2011-08-19,40362.18082158905
1.0,4.0,2011-08-26,36934.498765892495
1.0,5.0,2011-07-01,19397.606369864603
1.0,5.0,2011-07-08,17755.119259969448
1.0,5.0,2011-07-15,15776.581983620068
1.0,5.0,2011-07-22,15722.959743976244
1.0,5.0,2011-07-29,17493.898815485125
1.0,5.0,2011-08-05,16739.19068518112
1.0,5.0,2011-08-12,15965.237876735162
1.0,5.0,2011-08-19,15874.316033920273
1.0,5.0,2011-08-26,14041.631794525601
1.0,6.0,2011-07-01,3750.102223143447
1.0,6.0,2011-07-08,3584.0989543399774
1.0,6.0,2011-07-15,2898.595960576553
1.0,6.0,2011-07-22,3242.406053167302
1.0,6.0,2011-07-29,2733.123756164685
1.0,6.0,2011-08-05,3945.4148704260588
1.0,6.0,2011-08-12,3314.209072078578
1.0,6.0,2011-08-19,1372.3460624683648
1.0,6.0,2011-08-26,2264.204527990427
1.0,7.0,2011-07-01,24303.920772811805
1.0,7.0,2011-07-08,24457.14245929988
1.0,7.0,2011-07-15,21985.617780338624
1.0,7.0,2011-07-22,20223.123746126832
1.0,7.0,2011-07-29,19696.110252716462
1.0,7.0,2011-08-05,21758.37629362865
1.0,7.0,2011-08-12,20343.016818325792
1.0,7.0,2011-08-19,19788.615481841087
1.0,7.0,2011-08-26,18206.626783918764
1.0,8.0,2011-07-01,35287.978114939295
1.0,8.0,2011-07-08,33809.63556356158
1.0,8.0,2011-07-15,32906.16356209037
1.0,8.0,2011-07-22,33232.541271168855
1.0,8.0,2011-07-29,33542.08539696934
1.0,8.0,2011-08-05,34332.81238567433
1.0,8.0,2011-08-12,31967.601240223972
1.0,8.0,2011-08-19,31225.07658117183
1.0,8.0,2011-08-26,31420.25833043526
1.0,9.0,2011-07-01,23705.23315982052
1.0,9.0,2011-07-08,26387.221489453135
1.0,9.0,2011-07-15,19141.662384919735
1.0,9.0,2011-07-22,19512.62726048447
1.0,9.0,2011-07-29,19068.245929947036
1.0,9.0,2011-08-05,17280.05137974283
1.0,9.0,2011-08-12,15867.396201415191
1.0,9.0,2011-08-19,24121.72675135915
1.0,9.0,2011-08-26,23075.29388951001
1.0,10.0,2011-07-01,32898.50599586079
1.0,10.0,2011-07-08,32604.887333183084
1.0,10.0,2011-07-15,32032.323601074982
1.0,10.0,2011-07-22,32799.13239014428
1.0,10.0,2011-07-29,31372.667814664543
1.0,10.0,2011-08-05,34116.89444501139
