Store,Dept,Date,Weekly_Pred
1.0,1.0,2012-07-06,17096.334102153778
1.0,1.0,2012-07-13,17142.04122543335
1.0,1.0,2012-07-20,16130.969044685364
1.0,1.0,2012-07-27,16585.61723089218
1.0,1.0,2012-08-03,17093.293276786804
1.0,1.0,2012-08-10,16434.441088199615
1.0,1.0,2012-08-17,16325.166715145111
1.0,1.0,2012-08-24,15852.200009822845
1.0,1.0,2012-08-31,18164.677171707153
1.0,2.0,2012-07-06,46360.82232141495
1.0,2.0,2012-07-13,47928.0798432827
1.0,2.0,2012-07-20,47533.704382658005
1.0,2.0,2012-07-27,46895.5322432518
1.0,2.0,2012-08-03,51000.753084897995
1.0,2.0,2012-08-10,48849.79261517525
1.0,2.0,2012-08-17,49841.15558505058
1.0,2.0,2012-08-24,49225.414093256
1.0,2.0,2012-08-31,50785.93347811699
1.0,3.0,2012-07-06,9784.096895456314
1.0,3.0,2012-07-13,14835.1904463768
1.0,3.0,2012-07-20,17826.53669345379
1.0,3.0,2012-07-27,20389.292607307434
1.0,3.0,2012-08-03,26291.581344127655
1.0,3.0,2012-08-10,31180.711247205734
1.0,3.0,2012-08-17,44080.01364839077
1.0,3.0,2012-08-24,49118.9436763525
1.0,3.0,2012-08-31,21375.431910395622
1.0,4.0,2012-07-06,40662.470940589905
1.0,4.0,2012-07-13,37614.54666185379
1.0,4.0,2012-07-20,37438.30876779556
1.0,4.0,2012-07-27,37640.043675899506
1.0,4.0,2012-08-03,42061.63822937012
1.0,4.0,2012-08-10,39641.36076593399
1.0,4.0,2012-08-17,41689.30112409592
1.0,4.0,2012-08-24,38334.4300904274
1.0,4.0,2012-08-31,40474.199120521545
1.0,5.0,2012-07-06,19104.783951699734
1.0,5.0,2012-07-13,18330.162324488163
1.0,5.0,2012-07-20,18575.104455530643
1.0,5.0,2012-07-27,18044.966246962547
1.0,5.0,2012-08-03,19800.47820621729
1.0,5.0,2012-08-10,18793.24688732624
1.0,5.0,2012-08-17,17964.235104084015
1.0,5.0,2012-08-24,16403.9626352787
1.0,5.0,2012-08-31,17474.780215203762
1.0,6.0,2012-07-06,4101.839698791504
