Store,Dept,Date,Weekly_Pred
1.0,1.0,2011-09-02,17516.6612653723
1.0,1.0,2011-09-09,18332.627466100967
1.0,1.0,2011-09-16,18629.502020725515
1.0,1.0,2011-09-23,18149.532325551612
1.0,1.0,2011-09-30,19892.45579435164
1.0,1.0,2011-10-07,22259.591208753176
1.0,1.0,2011-10-14,24324.352142227348
1.0,1.0,2011-10-21,26440.439546547364
1.0,1.0,2011-10-28,37888.61883902992
1.0,2.0,2011-09-02,51106.380244116444
1.0,2.0,2011-09-09,45107.599922408874
1.0,2.0,2011-09-16,45214.09889696207
1.0,2.0,2011-09-23,44738.59982269257
1.0,2.0,2011-09-30,46374.17843814625
1.0,2.0,2011-10-07,46608.01852718688
1.0,2.0,2011-10-14,43384.82338014571
1.0,2.0,2011-10-21,43820.03252087586
1.0,2.0,2011-10-28,43329.305347245245
1.0,3.0,2011-09-02,22594.16401326272
1.0,3.0,2011-09-09,11976.913714889903
1.0,3.0,2011-09-16,11266.399415121065
1.0,3.0,2011-09-23,9862.988434693543
1.0,3.0,2011-09-30,9825.396442983765
1.0,3.0,2011-10-07,10085.409249983728
1.0,3.0,2011-10-14,9614.842281756457
1.0,3.0,2011-10-21,9701.082881698618
1.0,3.0,2011-10-28,9496.370615170337
1.0,4.0,2011-09-02,38944.941192108556
1.0,4.0,2011-09-09,35471.14528133662
1.0,4.0,2011-09-16,33857.6894943997
1.0,4.0,2011-09-23,32704.511400684947
1.0,4.0,2011-09-30,33709.19621644472
1.0,4.0,2011-10-07,35358.62531571055
1.0,4.0,2011-10-14,33811.04159809288
1.0,4.0,2011-10-21,33724.811520081945
1.0,4.0,2011-10-28,34029.621143164695
1.0,5.0,2011-09-02,16279.222495315014
1.0,5.0,2011-09-09,16177.690490971552
1.0,5.0,2011-09-16,16903.623667043634
1.0,5.0,2011-09-23,16414.584676265134
1.0,5.0,2011-09-30,21338.970197047573
1.0,5.0,2011-10-07,20709.685746340896
1.0,5.0,2011-10-14,19142.641025741235
1.0,5.0,2011-10-21,19004.225284653367
1.0,5.0,2011-10-28,16748.428530647536
1.0,6.0,2011-09-02,2594.4465877078474
1.0,6.0,2011-09-09,2859.0359913944267
1.0,6.0,2011-09-16,2972.930975509342
1.0,6.0,2011-09-23,2984.184028666932
1.0,6.0,2011-09-30,2913.9940751688555
1.0,6.0,2011-10-07,2402.629211074207
1.0,6.0,2011-10-14,2758.114107529167
1.0,6.0,2011-10-21,2759.1795275569893
1.0,6.0,2011-10-28,2557.591739587486
1.0,7.0,2011-09-02,17006.993622282054
1.0,7.0,2011-09-09,17877.182893341873
1.0,7.0,2011-09-16,17129.727521910332
1.0,7.0,2011-09-23,16070.923823162913
1.0,7.0,2011-09-30,15592.534761625342
1.0,7.0,2011-10-07,15456.465665838681
1.0,7.0,2011-10-14,15477.027941033244
1.0,7.0,2011-10-21,16117.596040959936
1.0,7.0,2011-10-28,16462.26209432585
1.0,8.0,2011-09-02,35137.10933908442
1.0,8.0,2011-09-09,32808.047393513145
1.0,8.0,2011-09-16,32746.257429011108
1.0,8.0,2011-09-23,32368.8660626621
1.0,8.0,2011-09-30,35012.28311830998
1.0,8.0,2011-10-07,35458.255968718906
1.0,8.0,2011-10-14,33568.526700243645
1.0,8.0,2011-10-21,33248.37148034992
1.0,8.0,2011-10-28,33793.911705341656
1.0,9.0,2011-09-02,45099.835856012534
1.0,9.0,2011-09-09,39763.18606122036
1.0,9.0,2011-09-16,28983.608583934838
1.0,9.0,2011-09-23,28554.03862610215
1.0,9.0,2011-09-30,38848.709811074776
1.0,9.0,2011-10-07,33166.839805354946
1.0,9.0,2011-10-14,31428.411040810286
1.0,9.0,2011-10-21,27408.543049081927
1.0,9.0,2011-10-28,31421.619306330336
1.0,10.0,2011-09-02,32272.286826220923
1.0,10.0,2011-09-09,31683.486212981632
1.0,10.0,2011-09-16,30585.749132192344
1.0,10.0,2011-09-23,29388.496301984997
1.0,10.0,2011-09-30,29975.539637984242
1.0,10.0,2011-10-07,30188.28253851633
1.0,10.0,2011-10-14,27613.784771926352
1.0,10.0,2011-10-21,29311.30544488516
1.0,10.0,2011-10-28,26657.040521976654
1.0,11.0,2011-09-02,20595.91492672544
1.0,11.0,2011-09-09,19411.48150985688
1.0,11.0,2011-09-16,19472.724880188704
1.0,11.0,2011-09-23,18355.044830774423
1.0,11.0,2011-09-30,19942.359841885045
1.0,11.0,2011-10-07,20562.16735771438
1.0,11.0,2011-10-14,18025.967869208194
1.0,11.0,2011-10-21,18199.688843837008
1.0,11.0,2011-10-28,19020.6826294302
1.0,12.0,2011-09-02,11543.608512199833
1.0,12.0,2011-09-09,11125.014720632927
1.0,12.0,2011-09-16,10627.571773404372
1.0,12.0,2011-09-23,9907.965968555305
1.0,12.0,2011-09-30,10202.757802642998
1.0,12.0,2011-10-07,12045.222344396752
1.0,12.0,2011-10-14,11688.887151944567
1.0,12.0,2011-10-21,11976.899699170724
1.0,12.0,2011-10-28,9738.130286024068
1.0,13.0,2011-09-02,42624.21695137839
1.0,13.0,2011-09-09,38808.42884598044
1.0,13.0,2011-09-16,37692.490172466496
1.0,13.0,2011-09-23,36947.51162166544
