Store,Dept,Date,Weekly_Pred
1.0,1.0,2011-05-06,18096.95001987263
1.0,1.0,2011-05-13,18299.03353182529
1.0,1.0,2011-05-20,16000.45711356774
1.0,1.0,2011-05-27,16022.598229243187
1.0,1.0,2011-06-03,17067.56633766112
1.0,1.0,2011-06-10,17192.504823523224
1.0,1.0,2011-06-17,16677.843591287266
1.0,1.0,2011-06-24,16591.909614013275
1.0,2.0,2011-05-06,48287.89555801544
1.0,2.0,2011-05-13,44888.37503518397
1.0,2.0,2011-05-20,46232.21484447364
1.0,2.0,2011-05-27,46830.88951743627
1.0,2.0,2011-06-03,48219.72717522876
1.0,2.0,2011-06-10,47297.32290835073
1.0,2.0,2011-06-17,47700.89545736974
1.0,2.0,2011-06-24,46012.33782640146
1.0,3.0,2011-05-06,9712.591352144373
1.0,3.0,2011-05-13,8232.58533356167
1.0,3.0,2011-05-20,8489.153275881661
1.0,3.0,2011-05-27,8471.791143234615
1.0,3.0,2011-06-03,8186.961630673293
1.0,3.0,2011-06-10,7777.04425601734
1.0,3.0,2011-06-17,8042.279709262366
1.0,3.0,2011-06-24,7428.746385743201
1.0,4.0,2011-05-06,36899.444538455224
1.0,4.0,2011-05-13,32871.25300707505
1.0,4.0,2011-05-20,35277.29605510784
1.0,4.0,2011-05-27,35902.526185635594
1.0,4.0,2011-06-03,39049.096699752496
1.0,4.0,2011-06-10,35136.35333860596
1.0,4.0,2011-06-17,34871.01379074936
1.0,4.0,2011-06-24,33734.65862249641
1.0,5.0,2011-05-06,20053.21697859076
1.0,5.0,2011-05-13,17818.215968506876
1.0,5.0,2011-05-20,15361.57085176406
1.0,5.0,2011-05-27,16675.040562831447
1.0,5.0,2011-06-03,23286.235984282976
1.0,5.0,2011-06-10,19910.96785786026
1.0,5.0,2011-06-17,20566.558336507354
1.0,5.0,2011-06-24,18344.568731724168
1.0,6.0,2011-05-06,5901.572102634236
1.0,6.0,2011-05-13,5529.862437203061
1.0,6.0,2011-05-20,4313.019488371443
1.0,6.0,2011-05-27,4775.026124598924
1.0,6.0,2011-06-03,4050.6785628185607
1.0,6.0,2011-06-10,3881.307773213368
1.0,6.0,2011-06-17,3600.5604391531087
1.0,6.0,2011-06-24,4043.5819496121258
1.0,7.0,2011-05-06,20686.65977609402
1.0,7.0,2011-05-13,18730.388662527897
1.0,7.0,2011-05-20,25142.822978145443
1.0,7.0,2011-05-27,33393.72772201919
1.0,7.0,2011-06-03,42308.33054367057
1.0,7.0,2011-06-10,29317.956377263414
1.0,7.0,2011-06-17,28914.942565225298
1.0,7.0,2011-06-24,27922.189443041803
1.0,8.0,2011-05-06,35382.61383770965
1.0,8.0,2011-05-13,32507.92820702307
1.0,8.0,2011-05-20,33259.004023170564
1.0,8.0,2011-05-27,33485.27318142308
1.0,8.0,2011-06-03,35273.83594422508
1.0,8.0,2011-06-10,32856.152099124156
1.0,8.0,2011-06-17,32955.11232092604
1.0,8.0,2011-06-24,31594.819024636876
1.0,9.0,2011-05-06,28482.7634130558
1.0,9.0,2011-05-13,24462.934938137536
1.0,9.0,2011-05-20,25962.110510644852
1.0,9.0,2011-05-27,28668.85104705533
1.0,9.0,2011-06-03,35447.331743129645
1.0,9.0,2011-06-10,27114.87545204931
1.0,9.0,2011-06-17,26526.585148530663
1.0,9.0,2011-06-24,25259.756184887956
1.0,10.0,2011-05-06,32591.672578684986
1.0,10.0,2011-05-13,29419.798629055265
1.0,10.0,2011-05-20,30889.66584355198
1.0,10.0,2011-05-27,33336.93626388302
1.0,10.0,2011-06-03,34590.82094790228
1.0,10.0,2011-06-10,32369.729005804285
1.0,10.0,2011-06-17,32063.166993908584
1.0,10.0,2011-06-24,33322.98472495284
1.0,11.0,2011-05-06,32006.21459005773
1.0,11.0,2011-05-13,25992.750040226616
1.0,11.0,2011-05-20,29058.604528355412
1.0,11.0,2011-05-27,30327.939550774172
1.0,11.0,2011-06-03,38886.73629250191
1.0,11.0,2011-06-10,33145.145489464514
1.0,11.0,2011-06-17,35883.00766477175
1.0,11.0,2011-06-24,40187.97767085116
